16640638,16642792,16643036
2096921,1556577,881614,291367
2096921,1550384,874828,271908
2096921,1553620,876603,281658
2096921,1548988,870318,276361
2096921,1558096,879793,285719
2096921,1553228,876935,277645
2096921,1549172,873232,276327
2096921,1551637,871385,272454
2096921,1555306,876142,279372
2096921,1559840,881145,282017
2096921,1550708,872038,274974
2096921,1558551,881606,278502
2096921,1550964,867056,271229
2096921,1561645,882694,283966
2096921,1549999,871287,271783
2096921,1567676,886848,283258
2096921,1553148,874969,270598
2096921,1573580,891413,287285
2096921,1552469,870545,272308
2096921,1572611,888401,294029
2096921,1559912,877412,273989
2096921,1571686,890789,289725
2096921,1559397,877792,275392
2096921,1570495,888012,289107
2096921,1564097,876538,280388
2096921,1573930,891425,289852
2096921,1561888,880181,276727
2096921,1568235,885364,284794
2096921,1563922,878821,278852
2096921,1568726,888469,286133
2096921,1567139,886823,282921
2096921,1568064,880330,281582
2096921,1565130,879068,281505
2096921,1568533,881951,280515
2096921,1570628,881755,284030
2096921,1557861,873232,273796
2096921,1569881,883418,277956
2096921,1560314,873617,273059
2096921,1571814,884241,279210
2096921,1557148,869427,272291
2096921,1574493,889493,285344
2096921,1564246,876457,271860
2096921,1582840,898147,287349
2096921,1564238,875830,272167
2096921,1580349,891868,288999
2096921,1569374,878129,273315
2096921,1581714,892368,289874
2096921,1563816,878133,272526
2096921,1576787,886750,287298
2096921,1567702,880207,274458
2096921,1580114,892086,288880
2096921,1572662,886200,275059
2096921,1578293,890495,285604
2096921,1574296,883824,276574
2096921,1578528,887637,283681
2096921,1575465,886379,279010
2096921,1572150,881414,279560
2096921,1571054,882173,276020
2096921,1570760,881465,276202
2096921,1574364,885398,274598
2096921,1563594,875681,269459
2096921,1573255,888865,274437
2096921,1568853,880237,272458
2096921,1578042,889758,280255
2096921,1563022,874098,264997
2096921,1576535,888644,273758
2096921,1562809,875676,262271
2096921,1585254,895900,280272
2096921,1564592,878210,264775
2096921,1583199,892897,280716
2096921,1569996,880066,267168
2096921,1583216,893455,284691
2096921,1570525,881363,268666
2096921,1578660,889502,281577
2096921,1573016,881128,269428
2096921,1582346,892150,281283
2096921,1571767,883371,268465
2096921,1579134,885585,279273
2096921,1577013,884600,275738
2096921,1581155,889932,278169
2096921,1576143,884562,275751
2096921,1578165,884736,278113
2096921,1578886,883090,274919
2096921,1576382,883913,277952
2096921,1580141,886738,277478
2096921,1570811,874959,268336
2096921,1581974,888512,279027
2096921,1573217,877234,272380
2096921,1585715,891899,285063
2096921,1569988,876376,269280
2096921,1586922,893477,286333
2096921,1573938,878667,270503
2096921,1593317,901177,286986
2096921,1573716,881034,268059
2096921,1588808,895260,289264
2096921,1578016,878931,265910
2096921,1589482,895127,285442
2096921,1576501,883359,268840
2096921,1590646,895887,282657
2096921,1585783,889399,270205
2096921,1592443,897853,286538
2096921,1580016,886567,271711
2096921,1589895,894543,279850
2096921,1588765,891622,272607
2096921,1591662,894287,282589
2096921,1584568,892952,277146
2096921,1588027,890721,280020
2096921,1589423,891476,277175
2096921,1583698,887509,275861
2096921,1592716,894846,282563
2096921,1585093,886055,274496
2096921,1588249,892317,275639
2096921,1581650,880957,273362
2096921,1594229,895371,284729
2096921,1577308,879904,265308
2096921,1597331,902225,281163
2096921,1586295,890222,269574
2096921,1602394,907071,289107
2096921,1584060,890499,269915
2096921,1601558,908108,288684
2096921,1583745,887761,271754
2096921,1601664,905058,292574
2096921,1588369,894130,276266
2096921,1602146,905203,292301
2096921,1590719,892376,275426
2096921,1595518,899790,286474
2096921,1590475,896382,274492
2096921,1592481,895627,285399
2096921,1593709,894518,277129
2096921,1595667,898297,284094
2096921,1594549,899607,281150
2096921,1593347,894714,279645
2096921,1593816,894949,278143
2096921,1596601,896518,281014
2096921,1599626,901065,284448
2096921,1585596,888806,272393
2096921,1592959,897567,277222
2096921,1588010,888499,274300
2096921,1599224,902034,284354
2096921,1586710,887953,271356
2096921,1602364,904674,286917
2096921,1588655,890287,271058
2096921,1604787,906581,286142
2096921,1585387,890312,268913
2096921,1604898,901198,290045
2096921,1589179,889608,272146
2096921,1605312,905233,291802
2096921,1591120,891929,275836
2096921,1601302,901611,286952
2096921,1591871,891652,272440
2096921,1600278,902793,284559
2096921,1591806,895247,273426
2096921,1598358,899483,282708
2096921,1593368,891728,273963
2096921,1599442,897516,282725
2096921,1600948,898386,282814
2096921,1593501,895093,281705
2096921,1594047,895324,276526
2096921,1595190,894134,281906
2096921,1598371,899355,280626
2096921,1588223,886482,269199
2096921,1596111,896847,273720
2096921,1589895,888473,271574
2096921,1604079,904022,286696
2096921,1584282,887232,270001
2096921,1602172,902674,284764
2096921,1586935,888840,271686
2096921,1606895,909840,290045
2096921,1583612,888615,266810
2096921,1600603,906206,286743
2096921,1588987,890427,271635
2096921,1600599,903689,290705
2096921,1584674,894390,273895
2096921,1596904,900566,289072
2096921,1589508,893694,277362
2096921,1595940,902094,289038
2096921,1584674,896570,276484
2096921,1586420,896826,284538
2096921,1582746,892727,278779
2096921,1588547,900822,283386
2096921,1583544,895320,280665
2096921,1582047,890435,284614
2096921,1582977,890721,279961
2096921,1584031,895256,285262
2096921,1582209,895639,284132
2096921,1570842,884237,276497
2096921,1580780,895772,281194
2096921,1572594,886179,272334
2096921,1583322,900426,287588
2096921,1564686,881209,270264
2096921,1584871,898075,285651
2096921,1566819,886234,269096
2096921,1586918,905677,289865
2096921,1570581,887424,272551
2096921,1584014,898638,287681
2096921,1569263,885718,273225
2096921,1585728,889523,292131
2096921,1568965,896505,272249
2096921,1587485,885816,290441
2096921,1579475,897465,278528
2096921,1587396,886025,290279
2096921,1577602,901978,278771
2096921,1582896,883337,285575
2096921,1578395,899474,278007
2096921,1571997,886408,284422
2096921,1590992,904606,284414
2096921,1572872,886183,280976
2096921,1587711,902524,280344
2096921,1577581,890355,282998
2096921,1592881,903105,283928
2096921,1577189,893870,280075
2096921,1591346,903949,282077
2096921,1585118,895192,280187
2096921,1593270,905211,286735
2096921,1585967,900170,273788
2096921,1590454,900422,288112
2096921,1587370,896817,275017
2096921,1592941,902998,292711
2096921,1593795,905306,275525
2096921,1588160,894475,283893
2096921,1589986,898170,283706
2096921,1590851,898378,287285
2096921,1591525,900545,287524
2096921,1580089,889957,275610
2096921,1592545,901296,280524
2096921,1583855,890854,278238
2096921,1594498,902635,286589
2096921,1580968,886494,272073
2096921,1597271,903723,288197
2096921,1584589,890401,273652
2096921,1603636,909004,292280
2096921,1584120,891455,275622
2096921,1605849,910279,292766
2096921,1591095,894697,278890
2096921,1605615,910642,292148
2096921,1587745,891959,276310
2096921,1596311,899419,287459
2096921,1588360,892368,275635
2096921,1601059,906009,288407
2096921,1593027,897333,282196
2096921,1598320,898771,287264
2096921,1595057,897832,282528
2096921,1597023,899453,285579
2096921,1600798,903565,284665
2096921,1596802,898485,284665
2096921,1593483,897653,282754
2096921,1591141,892479,280788
2096921,1597672,902213,284725
2096921,1587741,892176,273558
2096921,1597378,904409,281548
2096921,1591965,896335,274253
2096921,1599801,906350,284636
2096921,1584623,889169,267096
2096921,1605103,908458,283095
2096921,1590796,896049,272952
2096921,1608656,913376,292220
2096921,1590160,895426,272261
2096921,1606357,910373,288671
2096921,1596555,899317,275149
2096921,1609752,910927,294076
2096921,1590028,896727,278050
2096921,1604152,907008,290595
2096921,1599762,903501,279440
2096921,1605896,911960,291717
2096921,1599238,908530,282320
2096921,1600087,907144,284175
2096921,1597890,904648,279773
2096921,1604940,911431,285808
2096921,1601588,913282,287660
2096921,1594519,899666,282648
2096921,1596789,903365,279239
2096921,1595526,901385,281675
2096921,369462,909371,298635
2096921,19540,898284,290445
2096921,9623,909375,297983
2096921,1646,897214,286116
2096921,14903,914809,301557
2096921,16776465,898071,284060
2096921,17445,916012,300850
2096921,16762464,190421,281159
2096921,16776456,11162,306869
2096921,16760127,16762976,285267
2096921,16772071,16776571,302415
2096921,16752636,16756360,281172
2096921,16771930,16775731,305286
2096921,16759820,16763232,288637
2096921,16766828,16767447,297727
2096921,16761910,16762601,290134
2096921,16772041,16773457,303963
2096921,16766671,16767592,293014
2096921,16767955,16771849,297006
2096921,16762942,16766440,291926
2096921,16769350,16773388,298764
2096921,16768884,16771989,295841
2096921,16763992,16764060,293691
2096921,16761437,16764077,293666
2096921,16767058,16769657,299216
2096921,16768662,16773849,301920
2096921,16755653,16756553,284947
2096921,16766351,16767392,293329
2096921,16764960,16766031,291576
2096921,16776895,3663,300931
2096921,16756121,16761274,282486
2096921,16776874,2093,302031
2096921,16770019,16773479,297211
2096921,7153,9247,313182
2096921,16760349,16764102,286223
2096921,16777104,1143,307026
2096921,16772182,16774429,297833
2096921,4516,7852,308289
2096921,16760387,16763987,288117
2096921,16773462,16776793,303707
2096921,16769887,16774429,304416
2096921,669,2115,313548
2096921,16764470,16765775,290083
2096921,16764192,16766785,300414
2096921,16770736,16769409,299339
2096921,16775227,1304,307392
2096921,10232,712917,298201
2096921,9294,903480,293026
2096921,11124,920730,296362
2096921,15398,922415,300423
2096921,12715,923451,299147
2096921,16773649,906453,284030
2096921,10838,923017,295432
2096921,1897,914131,295056
2096921,17142,929292,305239
2096921,1241812,908010,269002
2096921,1601473,924996,285421
2096921,1608404,912446,271058
2096921,1631857,934018,296874
2096921,1612069,914899,273976
2096921,1627152,928788,292690
2096921,1618416,919263,279023
2096921,1636481,934879,294741
2096921,1621688,922769,281791
2096921,1631200,927969,290091
2096921,1630786,926412,281048
2096921,1641804,937776,295645
2096921,1639484,935489,289827
2096921,1640597,935241,289647
2096921,1636813,929569,289541
2096921,1644781,938287,294340
2096921,1647072,941499,291397
2096921,1643903,932043,288100
2096921,1644261,932879,289107
2096921,1650643,934371,290079
2096921,1655671,942561,295142
2096921,1645532,931654,283066
2096921,1653339,940216,289187
2096921,1645353,928937,282545
2096921,1661413,945888,292335
2096921,1646829,931032,276761
2096921,1662987,947156,294869
2096921,1651718,933694,276608
2096921,1671215,953810,298584
2096921,1651627,937332,280212
2096921,1668801,949233,298908
2096921,1658431,939904,286231
2096921,1674620,953333,299766
2096921,1656990,941145,283629
2096921,1668839,946746,295932
2096921,1661413,941380,286593
2096921,1668690,948431,297291
2096921,1661055,939495,287281
2096921,1665107,945065,292339
2096921,1662612,940834,286394
2096921,1663423,946008,291188
2096921,1663030,945509,290036
2096921,1656444,939166,285463
2096921,1659434,939814,288658
2096921,1657629,935844,285920
2096921,1664736,948934,291128
2096921,1652225,936739,280890
2096921,1660368,945304,288394
2096921,1651069,933774,280682
2096921,1667812,951464,290472
2096921,1645422,928152,274560
2096921,1663452,947577,286564
2096921,1648800,933096,276676
2096921,1665107,951126,294101
2096921,1646991,935787,276753
2096921,1662249,948802,292199
2096921,1648668,933728,280869
2096921,1662808,953123,299992
2096921,1650920,942096,280460
2096921,1655739,945411,295376
2096921,1649218,936991,284870
2096921,1659438,947300,299335
2096921,1650092,942669,285783
2096921,1652020,946153,291990
2096921,1648983,942583,289345
2096921,1647887,944080,290642
2096921,1648787,950517,290540
2096921,1643246,940386,287967
2096921,1641382,937686,286146
2096921,1638711,938236,285233
2096921,1641454,942109,292616
2096921,1628401,930255,280579
2096921,1635867,939465,284853
2096921,1626452,929641,281722
2096921,1639893,946013,292045
2096921,1622439,928754,276488
2096921,1637761,944673,293145
2096921,1628009,932917,278822
2096921,1644167,950961,296230
2096921,1626542,933032,280187
2096921,1641970,948350,297496
2096921,1629562,936185,284691
2096921,1641761,949536,298418
2096921,1626938,932482,277341
2096921,1633367,942506,290176
2096921,1627651,935391,282030
2096921,1635116,942724,289158
2096921,1631072,941346,283702
2096921,1634343,942715,291094
2096921,1633827,942237,285787
2096921,1636984,946682,288513
2096921,1635440,945206,289158
2096921,1631486,939473,287515
2096921,1636374,942212,288398
2096921,1634932,942677,289306
2096921,1639018,947573,288663
2096921,1628999,935275,280208
2096921,1638298,946132,291746
2096921,1627288,935216,279802
2096921,1642781,952654,295505
2096921,1627638,935630,277853
2096921,1647951,954979,298345
2096921,1631571,940377,280319
2096921,1648876,954719,298469
2096921,1630398,939405,281641
2096921,1642747,951323,296085
2096921,1627753,935336,279876
2096921,1643664,951157,297915
2096921,1626217,937186,276232
2096921,1635725,946260,294728
2096921,1631238,939410,281910
2096921,1636933,944102,291401
2096921,1630752,941239,281057
2096921,1632108,942690,284115
2096921,1630419,943385,285404
2096921,1632117,939639,289145
2096921,1631114,943039,284422
2096921,1627472,937089,284286
2096921,1623812,938833,280604
2096921,1624268,938599,282934
2096921,1627950,941376,285455
2096921,1620408,932968,276646
2096921,1629831,943423,285228
2096921,1616347,931074,275098
2096921,1630555,947198,290172
2096921,1613276,930524,268563
2096921,1630867,952713,288436
2096921,1617290,936974,271698
2096921,1631681,953418,294796
2096921,1613796,936316,277307
2096921,1629506,950594,293384
2096921,1614965,934670,276293
2096921,1623180,952491,289029
2096921,1609620,936253,277491
2096921,1618936,946064,284785
2096921,1609458,935626,277397
2096921,1619205,947352,289738
2096921,1610217,940970,280485
2096921,1608861,940373,284286
2096921,1605299,939951,277908
2096921,1606067,940407,281377
2096921,1609044,943291,279273
2096921,1601037,937942,278600
2096921,1603050,938936,281679
2096921,1604988,941025,279905
2096921,1609074,949907,283147
2096921,1599429,937042,273980
2096921,1607632,946290,279739
2096921,1597084,932516,271540
2096921,1616598,954919,283914
2096921,1599071,938066,270943
2096921,1616654,955187,289926
2096921,1606233,942058,276471
2096921,1623411,958958,296277
2096921,1601929,941781,274155
2096921,1620954,955866,291465
2096921,1606463,943274,276795
2096921,1616300,951157,292792
2096921,1603081,942476,274945
2096921,1615515,952266,287451
2096921,1612567,947066,276583
2096921,1614346,951801,288248
2096921,1611292,949988,279078
2096921,1609829,949617,284743
2096921,1609551,947612,279768
2096921,1612294,947454,281423
2096921,1611974,950500,283403
2096921,1601349,941235,276045
2096921,1604779,942919,277260
2096921,1608639,944242,277956
2096921,1612798,951229,285378
2096921,1605120,943649,276873
2096921,1610465,951682,281782
2096921,1604633,941867,275166
2096921,1616671,957824,282818
2096921,1605376,946439,270031
2096921,1619465,961496,287442
2096921,1605414,941696,270145
2096921,1626439,962465,293918
2096921,1607453,944626,272419
2096921,1623326,957726,288838
2096921,1613566,948141,276834
2096921,1627186,962533,294472
2096921,1616232,951562,277277
2096921,1622609,958391,291380
2096921,1615426,950999,277627
2096921,1624490,958698,287831
2096921,1620532,955904,282384
2096921,1620642,956548,287545
2096921,1620054,952872,281889
2096921,1621828,957947,285097
2096921,1617891,953822,279125
2096921,1612700,946320,274808
2096921,1620642,951255,278255
2096921,1619699,949570,279500
2096921,1624213,956194,282358
2096921,1613208,944174,273575
2096921,1628786,958685,281965
2096921,1616150,948652,274693
2096921,1631209,961821,285037
2096921,1616774,947224,268934
2096921,1635939,966253,287839
2096921,1624904,953754,274884
2096921,1643937,973006,298358
2096921,1624162,952167,274069
2096921,1638319,967810,292719
2096921,1626887,954671,279717
2096921,1641578,969038,297058
2096921,1627540,954637,276335
2096921,1633516,961739,290339
2096921,1631584,957760,280422
2096921,1637471,963527,285890
2096921,1632718,959889,283659
2096921,1634523,964043,286927
2096921,1636434,962239,282528
2096921,1641168,964572,288078
2096921,1637816,962137,284000
2096921,1632663,954266,279863
2096921,1634172,961015,281207
2096921,1630052,951434,280084
2096921,1635747,963455,281287
2096921,1623901,949727,270628
2096921,1631715,962154,282464
2096921,1622856,949412,272568
2096921,1638904,966039,287554
2096921,1622336,949207,269331
2096921,1637483,965997,287042
2096921,1618723,950948,270196
2096921,1638861,969110,290731
2096921,1619248,949519,268882
2096921,1630965,963178,287933
2096921,1617468,949101,270560
2096921,1626670,960869,286354
2096921,1614044,951310,269949
2096921,1622562,957521,283920
2096921,1617085,950603,275465
2096921,1623525,958690,287515
2096921,1615767,951080,274833
2096921,1617614,952893,282396
2096921,1616330,955414,273853
2096921,1613459,949937,281616
2096921,1614044,956421,279850
2096921,1605564,946810,274979
2096921,1609278,950398,275690
2096921,1606954,946648,274223
2096921,1611280,954719,278118
2096921,1600394,944434,266545
2096921,1611458,954641,278016
2096921,1599848,941025,268465
2096921,1613485,961091,283565
2096921,1596235,943001,266452
2096921,1608865,954667,276958
2096921,1594852,942587,265718
2096921,1612474,958507,285579
2096921,1596030,944349,266004
2096921,1608072,955329,283817
2096921,1596085,943197,270602
2096921,1611360,960362,286073
2096921,1597122,945103,269002
2096921,1604569,949591,279751
2096921,1599770,947526,272406
2096921,1606349,954497,280524
2096921,1606036,952590,274837
2096921,1605367,949016,277679
2096921,1605653,949996,275153
2096921,1607598,954023,280238
2096921,1610162,956535,277436
2096921,1602535,947331,276804
2096921,1604313,951826,276864
2096921,1604066,949152,276331
2096921,1612495,957163,282187
2096921,1601139,943500,271305
2096921,1611240,959773,281577
2096921,1599797,944182,271212
2096921,1619081,965860,284841
2096921,1602569,948593,267113
2096921,1622592,966658,286462
2096921,1608584,950273,273008
2096921,1626243,969559,293862
2096921,1610260,952470,274155
2096921,1624089,963851,290718
2096921,1614948,954467,273686
2096921,1628449,968308,290326
2096921,1619136,956224,279709
2096921,1627186,962960,288641
2096921,1619516,953520,278723
2096921,1630270,963233,288343
2096921,1623360,956886,278634
2096921,1627446,957636,283019
2096921,1625104,956834,277849
2096921,1633384,961032,285596
2096921,1633670,963318,283343
2096921,1626009,955098,282849
2096921,1629144,958762,280477
2096921,1625480,954510,279142
2096921,1633277,961898,283450
2096921,1623180,950398,275720
2096921,1633086,962666,281031
2096921,1624703,950982,273597
2096921,1641539,971090,288265
2096921,1627920,953469,272321
2096921,1643566,973338,289080
2096921,1634885,958387,277487
2096921,1650950,978034,301562
2096921,1632309,959462,280882
2096921,1651316,975996,298730
2096921,1640627,961932,281982
2096921,1650190,974400,298128
2096921,1638140,963403,283296
2096921,1642730,968949,291900
2096921,1638089,961603,281044
2096921,1645873,969499,290398
2096921,1640938,965826,285314
2096921,1644952,967264,291234
2096921,1640110,958878,283147
2096921,1642794,966240,287319
2096921,1646569,969171,286206
2096921,1636182,958660,283143
2096921,1641770,963928,282094
2096921,1637846,961062,285412
2096921,1642021,964973,288441
2096921,1632356,954177,276215
2096921,1644065,967434,286794
2096921,1630189,951430,275371
2096921,1642290,968573,289426
2096921,1623218,952556,273827
2096921,1639632,969435,288731
2096921,1619593,948597,273523
2096921,1635670,968854,294387
2096921,1614726,951037,280123
2096921,1626307,961701,290783
2096921,1609722,948768,278255
2096921,1614645,957337,290428
2096921,1595944,945645,274492
2096921,1599651,950956,282043
2096921,1593756,947356,279457
2096921,1590164,951941,285681
2096921,1580656,948768,279078
591049,250822,95754,16738245
2096921,1493924,894667,259947
2096921,1550861,937920,275366
2096921,1546232,940403,271779
2096921,1523975,927423,263589
22253,16733420,16701530,16668562
16638280,16646682,16649221,16640920
16633259,16639337,16645761,16639914
16640745,16640318,16654024,16643996
16642686,16643450,16657803,16646449
16634598,16637785,16648530,16641372
16632560,16635273,16648129,16636850
16634304,16638028,16650261,16641368
16632913,16633839,16647523,16638822
16635080,16632589,16649452,16634048
16635711,16634863,16652663,16635353
16634005,16633868,16646244,16637144
16637085,16639495,16653005,16639286
16633873,16637030,16650317,16639436
16634044,16636092,16648585,16635716
16630973,16633647,16643731,16637730
16635639,16639597,16651115,16640877
16635447,16639956,16649067,16639359
16635110,16638310,16644652,16636923
16640989,16635865,16650735,16640079
16644597,16637874,16657932,16641552
16641978,16631314,16655598,16637717
16636211,16632359,16646576,16636642
16639009,16633140,16648883,16634492
16644601,16641552,16659458,16641973
16649801,16637968,16658315,16646056
16647075,16634380,16656724,16638975
16646197,16632128,16657970,16635588
16646730,16633608,16659087,16635737
16647992,16632270,16659356,16636168
16649183,16634761,16658182,16639239
16649340,16634146,16655466,16636390
16650565,16635836,16659164,16639303
16653217,16640511,16663421,16640519
16647003,16630943,16657646,16636761
16644273,16632589,16652779,16633284
16644951,16634437,16658451,16638369
16652633,16637614,16661868,16639086
16649967,16633677,16655257,16638267
16642754,16632858,16652142,16634547
16648615,16636373,16654941,16640472
16652595,16640361,16659872,16643471
16651657,16637136,16661868,16639550
16647984,16627231,16654664,16633946
16643829,16624531,16649592,16631864
16651793,16632632,16657334,16637968
16658738,16634441,16661151,16639658
16650705,16628387,16654787,16635165
16648013,16622719,16649801,16630738
16656174,16629441,16659083,16638185
16658311,16631745,16662751,16640447
16649924,16624207,16654582,16630806
16651012,16624804,16654804,16633630
16659864,16627398,16659894,16637806
16658239,16630128,16661177,16639103
16653333,16628076,16657329,16636420
16650275,16623312,16653371,16630166
16653547,16624565,16657995,16633817
16656016,16627965,16658260,16632922
16649677,16620799,16651558,16628985
16648445,16618841,16649200,16629318
16656038,16628865,16656067,16635887
16656813,16623841,16655026,16634752
16652714,16619105,16655850,16631314
16653030,16623798,16653896,16632111
16655261,16622087,16655462,16631548
16656250,16624681,16655657,16633097
16652186,16622757,16657390,16632031
16645565,16619229,16650521,16627616
16647745,16620351,16646807,16630482
16652544,16625892,16655026,16634987
16656434,16624800,16658789,16634752
2096921,806356,518819,149581
2096921,1069993,697058,231606
2096921,1073388,694102,229610
2096921,1083319,703422,231388
2096921,1074497,693628,229285
2096921,1083344,705841,236776
624713,126228,69917,16722035
16693456,16633049,16665051,16634662
16650675,16615304,16650078,16625128
16647506,16615458,16648534,16621520
16653111,16616184,16650509,16625299
16651831,16614849,16651670,16622688
16651835,16611175,16651107,16623602
16650057,16614136,16651038,16623934
16654565,16616392,16650053,16625525
16653222,16617949,16651921,16625325
16653780,16616252,16650117,16625056
16648696,16618478,16647745,16615799
16652506,16623030,16648172,16621443
16648150,16616644,16649114,16616316
16649080,16613731,16650019,16621955
16651742,16613850,16647297,16618290
16650364,16615019,16646747,16618487
16649200,16618743,16649169,16619242
16648350,16614695,16644879,16616235
16645616,16611615,16641415,16616226
16645437,16612417,16640113,16614208
16646307,16616367,16646013,16616563
16649605,16616320,16646892,16619583
16644811,16611734,16643842,16612809
16652258,16620548,16647122,16617860
16651909,16622641,16648308,16622429
16650509,16616550,16650151,16622757
16647770,16613632,16646115,16615987
16645181,16614324,16645152,16617224
16653922,16624361,16651336,16621545
16648333,16622377,16650504,16620487
16645023,16621072,16646375,16615890
16646785,16626182,16642814,16617344
16648841,16629151,16647148,16618705
16650722,16629275,16650112,16619139
156014,86416,122329,16725260
2096921,789468,557824,75820
2096921,1106827,758163,226880
2096921,1140452,782003,245955
2096921,1143976,781781,238166
2096921,1161124,790991,246633
2096921,1169710,793844,243801
2096921,1180442,798303,249014
2096921,1192079,799778,244091
2096921,1202982,804872,248915
609088,154654,76205,16711247
16684851,16649622,16659032,16627316
16653721,16634052,16647541,16623039
16648176,16631092,16643757,16616692
16646739,16635119,16643065,16622271
16643628,16629053,16641973,16616661
16649012,16638361,16643372,16625111
16644060,16630111,16640587,16619536
16643258,16632833,16636735,16617778
16642613,16634287,16637929,16622390
16640310,16636172,16636803,16621869
16638877,16634607,16635523,16620548
16639922,16637081,16633903,16622356
16643753,16640327,16640796,16625551
16645880,16639107,16639973,16622164
16642183,16633161,16636820,16623119
16640562,16634483,16636266,16619972
16640898,16636697,16638403,16621623
16642826,16639299,16637925,16624595
16643850,16635814,16642707,16623653
16640924,16642451,16637938,16626285
16641867,16644030,16639290,16629804
16640583,16648026,16634850,16631629
16641999,16643569,16637008,16629817
16640655,16642170,16632837,16627923
16638475,16643287,16633037,16630427
16648193,16650006,16638873,16634283
16642379,16645309,16636390,16633144
16636407,16637764,16634052,16628328
16638126,16643074,16631480,16626797
16642942,16645053,16636543,16631493
16639952,16641082,16635669,16630298
16638484,16644273,16636492,16627782
16638305,16647399,16631889,16633817
16644686,16651452,16635097,16637413
16645322,16651584,16637102,16642490
16640676,16647553,16634718,16635277
16637341,16648841,16628328,16637239
16639521,16650317,16630000,16640152
16641048,16651742,16628912,16641444
16636031,16645817,16626212,16641556
16634670,16647988,16624774,16638514
16639243,16651042,16625939,16642170
16641389,16652411,16629637,16642678
16640276,16646508,16633144,16637089
16637533,16650168,16627517,16639141
16636919,16652995,16624745,16641790
16635584,16654421,16624433,16647668
16633809,16651921,16622719,16651277
16633464,16650633,16620440,16645501
16632503,16650411,16617497,16642242
16632994,16653742,16622309,16646968
16633583,16650385,16623039,16646824
16627295,16650709,16620172,16646367
16621831,16650343,16620773,16646256
16626340,16649980,16620125,16648337
16624804,16646487,16620884,16649477
16622692,16644703,16621644,16645143
16621515,16644004,16616686,16643224
16623602,16650006,16624336,16648001
16624599,16646193,16630759,16650424
16620855,16642507,16628349,16645928
16621149,16645109,16629488,16644845
16623644,16649071,16627462,16648419
16625832,16649477,16629813,16647122
16623051,16641675,16626485,16644589
16623183,16645872,16628763,16642524
16623375,16643381,16636100,16646819
16628664,16645569,16639567,16647698
16626609,16640447,16641193,16646145
16625947,16641812,16641508,16642054
16630354,16640028,16644481,16642886
16626412,16638834,16641006,16640693
16630831,16635494,16642596,16643446
16634918,16636138,16638194,16636138
16637123,16636215,16635468,16636006
16637934,16637857,16638267,16636249
16633229,16635472,16637652,16634756
16637669,16638795,16637631,16636467
16638578,16637366,16637520,16638693
16637721,16636816,16635745,16637690
16636065,16635328,16634359,16635199
16636833,16637639,16638071,16632922
16637707,16636420,16637226,16636718
16638314,16636283,16637734,16638211
16636765,16638011,16638765,16635477
16626042,16635993,16639141,16639794
16627479,16637102,16642340,16638919
16633127,16638941,16643969,16644375
16632785,16638518,16645655,16642976
16629296,16633600,16644242,16643040
16630947,16632888,16644589,16637209
16635541,16635699,16645642,16638932
16639180,16633498,16651230,16638672
16638284,16630017,16651204,16637503
16637917,16629062,16648862,16636880
16635929,16632401,16648479,16632526
16643778,16633669,16654383,16638168
16640754,16633054,16653452,16638314
16636638,16628827,16649097,16633076
16636198,16628298,16645194,16638164
16640297,16634466,16653751,16639679
16642843,16633843,16654468,16639734
16637068,16624899,16649016,16634662
16641159,16629492,16650999,16633805
16645607,16629164,16650773,16633024
16648193,16627816,16653337,16637703
16649037,16624928,16654220,16637516
16648696,16628251,16654019,16635861
16648645,16626933,16655427,16635814
16648517,16629881,16657581,16637179
16645932,16624711,16654621,16634892
16645015,16626639,16652808,16635720
16646751,16628950,16655589,16634710
16647558,16628784,16654821,16637499
16644593,16622049,16651926,16634645
16646077,16630029,16655133,16635212
16649941,16628985,16656208,16633715
16646081,16628989,16654984,16635887
16646227,16624002,16653388,16632005
16645958,16625747,16653797,16633506
16647818,16625124,16651793,16632657
16648474,16628985,16656916,16635711
16651124,16624855,16655918,16636420
16647088,16621532,16652053,16631092
16644691,16620961,16650189,16628818
16649425,16627287,16657266,16632918
16651670,16624194,16658102,16635575
16647869,16620991,16650863,16631472
16645616,16624211,16653670,16631736
2096921,1465864,895413,255045
2096921,1561875,961398,288134
2096921,1551142,951374,277154
2096921,1575576,975935,294229
2096921,1553954,952398,278041
2096921,1578105,973108,294588
2096921,1561990,960281,280805
2096921,1578293,973791,299523
2096921,1563922,958814,283053
2096921,1578997,968932,294771
2096921,1567249,961454,283505
2096921,1575695,968979,294963
2096921,1565901,961842,281548
2096921,1576310,969264,292919
2096921,1569613,961185,283624
2096921,1575934,968420,293483
2096921,1574237,965677,288087
2096921,1571080,966308,290330
2096921,1574215,966215,285131
2096921,1577661,970194,291363
2096921,1578848,970271,289426
2096921,1566904,959547,284551
2096921,1574275,966837,286457
2096921,1572961,962580,283122
2096921,1583629,972972,290216
2096921,1568755,957013,278719
2096921,1585673,973982,293236
2096921,1568192,957747,276765
2096921,1588035,978563,297578
2096921,1570846,959999,275358
2096921,1586892,974678,294302
2096921,1575636,961364,282870
2096921,1590890,978760,299083
2096921,1576421,963860,281736
2096921,1586628,971645,296004
2096921,1579356,963417,283118
2096921,1584799,971546,293475
2096921,1576535,963711,282115
44550,223979,119919,16644913
16659940,16632512,16662935,16621873
16648914,16615054,16646657,16617801
